word,age_of_acquisition,frequency_per_million
unit,7.79,36.1765
throat,5.09,36.0196
lake,4.61,36
nor,8.60889,35.9804
director,8.5,35.9608
brilliant,7.95,35.8039
cab,6.94,35.8039
candy,4,35.7843
junior,7.11,35.7843
legal,9.17,35.7059
pocket,4.74,35.7059
aware,6.75,35.6471
roof,5,35.6471
babe,6.61,35.5686
radar,9.53,35.5098
bud,7.01034,35.451
responsibility,6.89,35.4118
mountain,6.15,35.3922
base,6.42,35.3725
ours,4.60185,35.3137
trade,6.42,35.1961
whom,8.35312,35.1961
romantic,8.11,35.1765
fan,5.63,35.1373
liar,4.89,35.1373
training,8.5,35.1373
powerful,6.42,35.1176
language,6.79,35.098
whenever,6.37092,35.098
purpose,8.37,35.0784
bless,5.33,35.0588
noise,4.5,34.8824
suck,5.58,34.8824
fancy,7.17,34.8431
exciting,6.26,34.8235
genius,7.21,34.7647
introduce,8.21,34.7255
rent,8.89,34.549
familiar,7.21,34.5098
criminal,6.78,34.4706
proof,8.06,34.3922
vote,7.79,34.3333
recognize,8.89,34.3137
suicide,10.16,34.2549
weather,5.94,34.2353
medicine,4.89,34.1961
issue,8.6,34.1373
lift,4.74,34.1373
mood,6.58,34.0392
male,5.63,33.9412
among,7.74567,33.902
television,4.11,33.902
regular,8.56,33.8627
someday,6.31622,33.8431
stomach,5.26,33.8235
yellow,3.2,33.8039
county,8.9,33.7647
buck,7.68,33.7451
nearly,7.4899,33.7451
crane,6.77588,33.6078
scare,4.22,33.5686
village,7.84,33.5686
prepare,7.72,33.549
monkey,4.21,33.5098
pizza,4.67,33.5098
assume,8.21,33.4706
sudden,6.66931,33.4706
toast,4.67,33.4706
jacket,3.95,33.4118
lane,7,33.4118
social,10.43,33.3922
travel,5.9,33.3725
sometime,6.53077,33.3137
property,8.16,33.2941
remain,8.17,33.2157
secretary,7.75,33.2157
funeral,7.28,33.1961
magazine,5.89,33.1961
senator,9.58,33.1569
jerk,8.31,33.1373
glasses,4.34609,33.1176
freedom,7.05,33.098
research,8.33,33.098
add,5.1,33.0588
damage,7.2,33.0588
handsome,6.5,33.0196
repeat,5.28,33.0196
prefer,6.95,32.9216
society,8.7,32.9216
energy,6.52,32.902
crack,6.33,32.8431
chase,5.53,32.8039
vacation,5.22,32.8039
divorce,8.9,32.7255
ally,9.61,32.6667
defense,8.8,32.6471
rat,5.11,32.6078
grandpa,3.06,32.5686
goodness,6.05,32.451
post,8.11,32.4314
confused,8.02275,32.4118
unfortunately,7.92684,32.3922
surgery,7.68,32.3725
telephone,4.63,32.3725
contract,9.21,32.3529
safety,5.84,32.3333
tall,4.95,32.3333
professional,9.06,32.2745
lesson,7.8,32.2353
assistant,8.61,32.2157
tiny,5.33,32.2157
freeze,4.89,32.1569
license,8.7048,32.0588
model,5.83,32.0588
gate,5.32,32.0392
soft,3.95,32.0196
ear,3.63,32
staff,10,32
warning,6.11,31.9608
engine,6.28,31.8824
map,5.6,31.8235
swim,4.17,31.8039
harm,5,31.7843
square,4.11,31.7647
silver,6.21,31.7451
brave,6,31.7059
access,9.1,31.6667
positive,8.11,31.6275
female,5.89,31.6078
someplace,6.4079,31.5882
weak,5.58,31.5098
season,6.05,31.4706
rush,6.7,31.4118
awesome,7.33,31.3725
snow,4.11,31.3529
spring,5.5,31.3137
champagne,10.26,31.2941
spread,5.72,31.2941
bond,10.2074,31.2745
mayor,8.28,31.2745
demon,7.16,31.2353
winner,5.55,31.2157
leader,6.9,31.1569
tongue,4.47,31.1569
bath,3.23,31.1176
permission,6.11,31.1176
monsieur,10.12,31.0784
storm,4.94,30.8627
spare,8.35,30.8431
tour,7.17,30.8039
appointment,7.53,30.5686
piper,7.90552,30.4706
score,5.83,30.4314
shoe,2.6,30.3922
ocean,4.74,30.2941
reality,10.05,30.2549
shape,4.47,30.2353
gang,9.22,30.1373
survive,7.11,30.1373
style,7.58,30.0784
farm,3.85,30.0392
shopping,4.69777,30
sexy,10.65,29.9804
example,7.39,29.9412
gosh,6.80785,29.902
alarm,6.39,29.8431
fortune,9.05,29.7647
schedule,7.47,29.7647
enter,5.67,29.7255
punch,5.75,29.6863
invite,6.79,29.5882
obvious,9.11,29.5686
interview,10.53,29.5098
affair,10.94,29.451
unbelievable,8.3,29.4118
wherever,7.01034,29.4118
chocolate,3.33,29.3922
focus,8.32,29.3922
sue,11,29.3725
borrow,6.95,29.3137
grade,5.72,29.2745
investigation,9.89,29.2353
mate,8.67,29.2353
statement,8.89,29.2353
load,7.78,29.2157
painting,5.26,29.1961
community,7.28,29.1373
loss,5,29.1176
barely,7.22348,29.0588
woods,4.93078,29.0588
exist,8.89,28.9608
toilet,3.54,28.902
drove,6.31763,28.8627
meal,4.74,28.8627
dump,6.58,28.8235
member,8.2,28.7843
shock,7.53,28.7843
pie,3.67,28.7451
carol,7.27676,28.7255
crash,6.11,28.6471
artist,6.78,28.6275
theory,9.37,28.6078
joy,6.74,28.549
pleased,8.26,28.5294
ruin,7.16,28.5294
traffic,6.22,28.5098
nonsense,6.95,28.4706
pink,3.8,28.4706
wise,6.79,28.4706
midnight,6.21,28.3725
deliver,6.63,28.3529
bread,3.58,28.3333
button,4.78,28.2549
original,7.67,28.2353
eve,5.60361,28.1765
source,9.21,28.1765
charming,6.26,28.1176
switch,4.78,28.1176
decent,7.47,28.098
below,5.83807,28.0392
desert,8.35,27.9804
process,10.7,27.9804
expensive,6.33,27.9412
particular,8.05,27.902
grandmother,3.67,27.7843
period,6.78,27.7843
pride,8.95,27.6667
dollar,5.06,27.6471
witch,4.78,27.6471
tip,5.42,27.6275
plant,3.95,27.6078
bust,9.23,27.5686
birth,5.21,27.549
joint,9.05,27.549
bull,4.53,27.5098
wire,4.89,27.5098
rise,6.72,27.4314
towards,6.275,27.4314
boring,5.26,27.4118
ashamed,7.11,27.3725
section,6.78,27.3333
clever,7.5,27.2745
success,9.25,27.2549
garage,5.26,27.2157
connection,8,27.1765
physical,8.16,27.1765
complicated,8.39,27.1569
regret,9.61,27.1373
closet,5,27.0784
loser,6.67,27.0784
giant,4.72,27.0588
wheel,4.4,27.0588
parking,5.94,27.0392
policy,10.32,27.0196
stranger,4.53,27
tear,4.89,27
wood,4.58,27
fate,10.3,26.9608
juice,4.4,26.8824
lily,6.66931,26.8627
governor,8.47,26.8431
knight,6.26435,26.7647
awake,4.67,26.7059
kitty,3.53615,26.7059
coast,6.43,26.6863
pilot,6.32,26.6667
miracle,6.8,26.6471
aboard,8.66217,26.6275
lover,9.16,26.6275
cigarette,6.39,26.6078
disgusting,6.06,26.6078
grateful,7.42,26.5686
mighty,5.63,26.5686
murderer,8.26,26.5686
garden,5.33,26.549
wound,7.52,26.5294
drag,8.84,26.451
fourth,4.67645,26.451
scream,4.2,26.4118
event,7.81,26.3725
actor,7.17,26.3333
row,7,26.3333
grave,7.06,26.2745
senior,8.26,26.2549
curious,6.64,26.2157
flat,5.68,26.2157
winter,4.38,26.2157
badly,6.58406,26.1961
priest,7.1,26.1961
rick,7.79895,26.1961
scary,4.26,26.1961
shoulder,4.5,26.1961
super,5.32,26.1961
disease,7.55,26.1765
sword,5.45,26.1765
chick,5.53,26.1569
smoking,6.73388,26.1569
concern,7.42,26.1176
talent,7,26.1176
garbage,4.89,26.098
attitude,6.78,26.0784
bone,5.53,26.0588
egg,3.89,26.0392
friendly,4.5,26.0392
quarter,5.79,26.0196
rooms,4.11,26
amen,5.79544,25.9804
swing,4.16,25.9804
available,8.5,25.9412
bike,4.79,25.8824
slip,6.17,25.8824
hunt,6.06,25.8627
taxi,7.58,25.8431
likely,6.33,25.7647
object,7.94,25.7647
percent,8.19,25.7451
pierce,8.07603,25.7451
desperate,9.22,25.6863
dirt,3.83,25.6863
navy,7.15,25.6863
pussy,9.58,25.6667
negative,7.47,25.6471
plate,3.84,25.6471
cooking,5.1,25.6275
data,10.4206,25.6078
distance,6.81,25.6078
tank,7.17,25.6078
request,8.74,25.5686
golf,7.16,25.5294
hire,9,25.5294
knowledge,7.68,25.5294
cow,3.94,25.5098
dawn,7,25.5098
stock,9.22,25.4902
equipment,7.5,25.451
conference,9.39,25.4118
rescue,7.17,25.4118
claim,9.05,25.3922
sale,6.76,25.3922
audience,7,25.3725
silence,4.6,25.3725
warn,5.74,25.3529
hank,10.5271,25.3137
mercy,8.74,25.3137
create,7.1,25.2745
proper,7.63,25.2745
universe,9.26,25.2745
baseball,4.83,25.2549
soup,5.37,25.1961
outfit,7,25.098
slowly,6.31763,25.0784
yard,3.94,25.0588
drew,5.41179,25.0392
duke,7.89,25.0392
valley,7.94,25
robin,6.69063,24.9412
pure,7.95,24.9216
rate,8.84,24.9216
bro,9.17,24.902
celebrate,6.21,24.8627
piano,5.5,24.8627
uniform,5.6,24.8235
doll,3.68,24.7647
duck,3.5,24.7647
location,6.86,24.7647
amount,6.63,24.7451
central,8,24.7451
healthy,7.61,24.7451
pen,5.11,24.7255
steps,3.67,24.6863
attractive,8.58,24.6275
fail,6,24.5882
beast,5.74,24.549
path,6.11,24.549
poison,5.58,24.549
naturally,8.5556,24.5098
happiness,6.17,24.4902
anytime,5.89,24.4706
eventually,7.03165,24.4314
channel,5.79,24.4118
elevator,5.47,24.4118
belt,4.62,24.3529
grandfather,4.39,24.3333
secure,8.42,24.3333
avoid,8.5,24.2941
penny,4.67,24.2941
thief,7.22,24.2745
bay,8.67,24.2353
bride,5.1,24.2157
pathetic,9.15,24.1961
mirror,4.89,24.1765
dozen,6.89,24.1373
direction,6.68,24.0784
gorgeous,7.68,24.0588
direct,9.68,24.0392
odd,6,24.0392
theater,6.94,24.0392
march,6.85048,24.0196
official,8.68,24
effect,9.26,23.902
tail,3.7,23.902
pa,4.60185,23.8824
vision,6.58,23.8824
dust,5.06,23.8431
trap,6.44,23.8431
wide,5.84,23.8039
sharp,6.11,23.7843
aside,7.89487,23.7647
deck,6.45,23.7647
stairs,4.22,23.7647
guts,6.95705,23.7451
lousy,7.84,23.7255
unusual,8.56,23.7255
newspaper,5.78,23.6863
apple,4.15,23.6667
courage,8.42,23.6667
fishing,4.72,23.6078
piss,7.56,23.5882
university,10.72,23.5882
pulse,10.21,23.5294
writer,7.32,23.5294
edge,6.17,23.5098
illegal,9.21,23.5098
pity,8.72,23.5098
couch,3.74,23.4706
protection,8.33,23.4706
screen,5.84,23.3922
appear,6.67,23.3725
precious,7.57,23.3529
studio,9.56,23.3333
rob,7.28,23.2941
golden,6.94,23.2745
frightened,5.65,23.2549
owner,7.5,23.2353
royal,7.17,23.2353
intend,8.94,23.1961
cast,7.24,23.1373
prisoner,8,23.1373
popular,6.61,23.0784
destiny,10.21,23.0392
robbery,7.43,23.0392
silent,4.42,23
violence,6.39,23
mystery,6.89,22.9608
nerve,9.67,22.9608
library,4.95,22.9412
toward,6.275,22.9216
embarrassing,8.6,22.8431
photo,5.16,22.8431
tower,6.33,22.8431
armed,8.72,22.8235
friendship,5.62,22.8235
maid,6.95,22.8235
shift,9.17,22.8235
wallet,5.89,22.8039
package,6.61,22.7843
flower,3.11,22.7647
range,7.11,22.7647
cheers,8.58792,22.7059
rope,5.44,22.7059
steady,6.7,22.7059
exact,8.16,22.6275
image,8.5,22.6275
turkey,3.95,22.6078
vehicle,6.58,22.6078
jungle,5.26,22.5686
nasty,6,22.5686
pot,5.95,22.5294
sensitive,8.19,22.5294
suffer,8.89,22.5098
trash,4.47,22.4706
ambulance,6.16,22.4118
behavior,7.05,22.3922
nightmare,5.94,22.3922
prize,5.11339,22.3922
per,8.66217,22.3725
snake,5.1,22.3529
cancer,8.39,22.3333
orange,3.26,22.3137
foreign,8.74,22.2941
material,8.06,22.1373
expert,9.63,22.1176
advantage,9.32,22.0588
flesh,8.3,22.0588
rude,7.11,22.0588
disappointed,6.95,22.0392
inspector,8.84,22.0392
committee,9.83,22.0196
punk,10,21.9804
downtown,6.4242,21.9216
sandwich,4.79,21.9216
understanding,7.83,21.902
political,9.83,21.8627
sweat,7.26,21.8627
panic,8.35,21.8431
performance,7.74,21.8235
plain,7.37,21.8235
boom,5.56,21.8039
union,9.39,21.7843
cable,9.2,21.7255
fruit,3.63,21.7255
mum,7.47,21.7255
objection,9.74,21.7255
separate,6.63,21.7059
ancient,8.26,21.6667
underwear,3.94,21.6667
fox,5.01748,21.6078
cliff,7.27676,21.5686
castle,5.8,21.549
delicious,6.5,21.5294
circle,3.67,21.5098
value,6.78,21.5098
chuck,6.72,21.4902
glory,7.4,21.4902
miserable,10.11,21.4902
squad,9.55,21.4902
manage,7.67,21.4706
bowl,4.26,21.451
victory,7.53,21.451
zero,5.30522,21.451
embarrassed,7.83,21.4314
creature,7.32,21.4118
basketball,5.3,21.3922
deny,7.8,21.3922
rare,7.45,21.3137
holiday,5.19,21.2941
ill,5.60361,21.2745
progress,9,21.2549
remove,5.67,21.2549
wave,4.26,21.2549
authority,7.5,21.2157
chain,5.22,21.2157
emotional,9.45,21.1961
hunting,7.26,21.1961
shadow,5,21.1765
gray,5.74,21.1176
estate,10.84,21.098
skip,4.68,21.098
horn,4.84,21.0784
basement,6.74,21.0588
pleasant,7.67,21.0196
mile,7.65,21
approach,8.5,20.9804
refuse,9.33,20.9804
disappear,5.37,20.9608
bug,3.79,20.9412
district,9.79,20.9412
rabbit,3.94,20.9412
champion,8.61,20.9216
competition,7.85,20.902
proceed,8.33,20.902
forces,7.56,20.8627
presence,9.17,20.8627
century,7,20.8431
cure,9.58,20.8431
capable,9.16,20.8235
swell,7.42,20.8039
threat,7.14,20.7647
therefore,9.94101,20.7451
bury,6.28,20.6667
diamond,6.47,20.6471
shine,5.79,20.6471
bat,4.85,20.6275
alert,8.9,20.6078
chip,5.89,20.6078
transfer,10.33,20.549
sentence,5.84,20.5294
fabulous,7.83,20.5098
nation,7.74,20.4902
butter,5.78,20.4314
earl,10.59,20.4314
reporter,8.11,20.3922
booth,7.16,20.3725
casino,9.58,20.3725
josh,8.94991,20.3725
potter,8.4453,20.3725
successful,8.56,20.3333
possibility,8.47,20.2941
sand,4.63,20.2941
bow,4.95,20.2745
cage,5.06,20.2745
desire,9.95,20.2745
nigger,8.29,20.2745
wolf,4.5,20.2745
wing,4.79,20.2353
exchange,8.35,20.2157
bored,6.25,20.1765
pet,4.05,20.1765
thin,6.47,20.1765
drama,7.39,20.1569
rip,6.11,20.1569
series,9.05,20.1569
homework,5.89,20.1373
zone,8.79,20.1176
explanation,7.74,20.0588
spy,8,20.0588
failure,8,20.0196
collect,5.61,20
bang,5.74,19.9804
swimming,4.58,19.9804
launch,7.92,19.9608
print,7.67,19.9608
delivery,7.68,19.9412
fever,5.84,19.9412
journey,7.67,19.9412
useless,7.05,19.9412
sport,5.74,19.902
challenge,7.55,19.8627
loan,9.57,19.8627
shore,6.92508,19.8627
routine,9.26,19.8431
soda,4.42,19.8431
mask,4.8,19.8039
teaching,5.25193,19.8039
trunk,8.3,19.8039
passion,10.79,19.7647
purse,5.53,19.7647
result,8.22,19.7647
argue,4.61,19.7451
climb,5.3,19.7451
beef,6.58,19.7059
cabin,6.39,19.6471
mental,8.84,19.6471
script,9.79,19.6078
article,8.61,19.5686
solid,7.79,19.5686
education,6.7,19.5294
salt,5.05,19.5098
solve,6.58,19.4902
confidence,9.28,19.4706
metal,5.61,19.451
receive,8.11,19.451
agency,10.58,19.4314
anger,6,19.4314
suffering,7.4899,19.4314
detail,9.79,19.3922
pipe,8.17,19.3922
trace,6.84,19.3922
supper,6.32,19.3725
effort,8.16,19.3529
spit,5.06,19.3529
hug,2.58,19.3333
treatment,8.11,19.3137
commit,10.06,19.2941
dragon,5.58,19.2941
intelligence,8.56,19.2745
reputation,8.84,19.2745
troops,7.84158,19.2745
custody,9.5,19.2549
ability,8.84,19.2157
site,8.63,19.2157
fifth,5.3585,19.1961
palace,6.89,19.1961
trail,5.61,19.1961
boots,4.86,19.1569
hop,4.84,19.1569
attempt,7.7,19.1176
mouse,4.94,19.1176
ease,9.11,19.098
ordinary,8.63,19.0784
laundry,6.05,19.0588
treasure,6.06,19.0588
revenge,8,19.0392
odds,8.58,19.0196
cowboy,4.55,18.9804
nuclear,10.83,18.9804
motion,6.78,18.9608
mall,6.78,18.902
virus,9.5,18.902
forest,6.28,18.8824
scratch,5.61,18.8431
virgin,10.63,18.8431
fifty,5.55033,18.8235
potential,9.61,18.8235
twelve,4.48463,18.8235
defend,8.16,18.8039
contest,7.44,18.7843
fashion,8.2,18.7647
plastic,5.11,18.7647
cap,5.53,18.7451
convince,8.78,18.7255
interrupt,6.94,18.7255
arrive,6.26,18.6863
cheer,5,18.6863
supply,8.73,18.6667
ignore,6.74,18.6471
nail,5.42,18.6471
league,8.45,18.6275
thanksgiving,4.74,18.6078
coincidence,9.95,18.5882
coke,4.74,18.5882
quality,8.78,18.5686
title,6.32,18.5686
bunny,4.5,18.549
division,7.45,18.549
impression,9.33,18.549
reasonable,8.32,18.549
tiger,4,18.5294
museum,8.55,18.4706
minister,7.42,18.451
steel,7.68,18.451
bound,9,18.4314
slave,7.84,18.4314
standard,9.2,18.4314
anniversary,7.33,18.4118
yell,3.83,18.4118
shy,5.32,18.3725
cruel,7.63,18.3529
hunter,6.53077,18.3529
bible,4.95,18.3333
seek,6.94,18.3137
cancel,7.89,18.2941
pat,5.07076,18.2941
prime,8.83,18.2941
former,8.44903,18.2745
smooth,5.61,18.2745
modern,8.58,18.2353
surface,8.86,18.2353
curse,7.47,18.2157
lifetime,9,18.2157
role,6.65,18.2157
gym,6,18.1765
motel,7.11,18.1765
collection,7.21,18.1569
device,8.06,18.1569
heck,7,18.1373
pee,3.89,18.1373
noon,5.89,18.1176
jersey,8.96057,18.098
reward,6.89,18.0196
iron,7.32,17.9412
express,8.8,17.9216
saint,7.4899,17.9216
sacrifice,9.61,17.902
assignment,7,17.8824
tunnel,5.89,17.8824
highway,6.5,17.8627
guide,7.11,17.8431
insist,8.33,17.8431
slide,4.79,17.8235
specific,9.28,17.8039
wrap,7,17.8039
prom,10.42,17.7647
wagon,5.22,17.7647
lack,8.28,17.7451
exercise,6.17,17.7255
jean,6.11515,17.7255
cheat,5.11,17.6667
kit,6.55,17.6471
marshal,9.28,17.6471
background,8.67,17.6275
clue,6.06,17.6078
assault,10.21,17.5686
concert,8.95,17.549
fifteen,6.10449,17.549
ranch,7.35,17.549
temple,8.79,17.549
vampire,7.16,17.5294
foolish,8.94,17.5098
agreement,8.16,17.4902
darkness,4.83,17.4902
flag,5.33,17.4902
tent,5.16,17.4902
rotten,6.95,17.4706
remains,7.87355,17.451
term,8.28,17.451
alien,7.5,17.4314
patch,7.28,17.4118
provide,7.74,17.4118
snap,6.05,17.3922
bail,10.16,17.3529
imagination,6.28,17.3529
actual,6.94,17.3333
incident,10.1,17.3137
liquor,8.4,17.2941
disaster,8.22,17.2745
mass,9.17,17.2549
comfort,7.29,17.2157
sec,9.61,17.1961
border,6.85,17.1765
fuel,7.17,17.1765
thirty,5.94464,17.1765
legend,8.42,17.1569
electric,6.36,17.1373
demand,7.83,17.1176
circus,4.53,17.0588
current,8.94,17.0392
trauma,9.72,17.0392
turtle,4.17,17.0392
salad,5.61,17.0196
argument,7.55,17
describe,7.67,16.9804
impressive,9.48,16.9608
starving,6.32,16.9608
neighbor,5.06,16.9412
council,10.63,16.9216
sink,4.47,16.9216
avenue,7,16.8824
sneak,5.83,16.8824
trigger,8.33,16.8824
wipe,4.83,16.8824
tone,7.67,16.8627
toy,3,16.8431
youth,6.89,16.8235
crush,7.58,16.8039
factory,6.89,16.8039
grass,3.94,16.7843
instance,9.56801,16.7843
bishop,10.5,16.7647
goal,6.89,16.7451
cookie,3.37,16.7059
generous,7.22,16.7059
fairy,5.17,16.6863
violent,7.61,16.6667
average,8.9,16.6471
crisis,9,16.6471
humor,7.17,16.6471
liberty,8.83,16.6471
suite,9.37,16.6471
stake,8.47,16.6078
gambling,9.22,16.5882
nephew,6.37,16.5882
admiral,8.72,16.5686
alcohol,9,16.5686
politics,9.37,16.5686
gentle,4.89,16.549
occasion,8.16,16.549
network,10.94,16.5294
unhappy,4.89,16.5294
charity,7.63,16.4902
confession,8.55,16.4902
explosion,7.16,16.4902
offense,8.61,16.4706
wade,8.5556,16.4706
headquarters,8.72,16.451
judgment,8.93925,16.451
shout,4.72,16.451
filthy,7.17,16.4314
surgeon,8.58,16.4314
tube,5.5,16.4314
math,5.56,16.3922
operator,7.95,16.3922
pin,4.53,16.3725
mix,5.11,16.3529
sucker,6.11,16.3529
alley,7.26,16.2941
dancer,6,16.2941
dealer,9.39,16.2941
chat,7.33,16.2745
depressed,9.47,16.2745
reaction,8.3,16.2745
commercial,6.17,16.2549
behave,4.28,16.2353
chill,6.4,16.2353
fantasy,8.4,16.2353
steak,6.63,16.2353
version,8.11,16.2353
worrying,6.52,16.2157
design,10.05,16.1961
experiment,8.58,16.1961
honeymoon,8.6,16.1961
blast,7.06,16.1765
identify,8,16.1765
classic,8.42,16.1569
quarters,6.31763,16.1569
buster,8.38,16.1373
crystal,7.78,16.1373
procedure,9.67,16.1373
spirits,8.5556,16.1373
whiskey,9.38,16.1176
jay,8.12932,16.098
perform,8.39,16.098
response,7.22,16.098
dope,9.44,16.0784
fence,6.28,16.0588
poker,9.1,16.0588
landing,6.72,16.0392
normally,7.20216,16.0392
powder,5.06,16.0392
actress,6.17,16.0196
drawing,4.82565,16.0196
gear,7.61,16
rape,10.74,16
advance,8.35,15.9804
locker,8.22,15.9804
suspicious,7.56,15.9804
buzz,7.09559,15.9608
civil,10.89,15.9412
sin,6.74,15.9412
ending,5.25,15.9216
torture,10.7,15.9216
personality,8.68,15.902
selfish,5.26,15.902
dough,6.63,15.8824
fed,5.67821,15.8824
confess,7.11,15.8431
ceremony,7.11,15.8235
clown,3.72,15.8235
highness,7.35,15.8235
solution,9,15.8235
helicopter,5.26,15.8039
prayer,5.25,15.7843
apology,5.56,15.7647
dressing,5.67821,15.7647
forth,7.17019,15.7647
hers,4.38871,15.7255
entrance,6.84,15.6863
singer,5.06,15.6863
strip,7.65,15.6863
gather,6.5,15.6667
pearl,6.275,15.6667
concentrate,8.16,15.6471
deputy,6.45,15.6471
uncomfortable,7.17,15.6471
daily,6,15.6275
nut,5.21,15.6275
stress,10,15.6078
tune,7.32,15.6078
guitar,5.32,15.5882
porter,10.0796,15.5882
sauce,5.37,15.5882
valuable,8.56,15.5882
basic,9.14,15.5686
belly,4.05,15.5686
charm,8.09,15.5686
exit,6.68,15.5686
net,7,15.549
patrol,8.56,15.5294
pitch,6.42,15.5294
romance,9.28,15.5294
arrange,8.28,15.5098
japan,7.33005,15.5098
satisfied,9.68,15.5098
makeup,7.94,15.4902
surrender,7.61,15.4706
rub,6,15.451
whistle,5.42,15.451
bum,8.11,15.4314
fort,6.47749,15.4314
kingdom,6.05,15.4314
hip,6.17,15.4118
hood,5.5,15.3922
diet,9.25,15.3725
junk,6.62,15.3725
patience,7.68,15.3725
earn,7.57,15.3529
flash,7.42,15.3529
lion,4.42,15.3529
frozen,5.60361,15.3333
gross,5.21,15.2745
badge,6.11,15.2549
customer,7.21,15.1961
opposite,5.06,15.1961
soap,3.17,15.1961
beside,7.22348,15.1765
privacy,7.84,15.1765
unknown,8.11,15.1765
anyhow,7.74567,15.1569
painful,6.44,15.1569
represent,10.33,15.1569
champ,7.53,15.1176
extraordinary,9.32,15.1176
pour,5,15.1176
furniture,5.89,15.0784
meantime,8.17,15.0784
rice,3.72,15.0784
squeeze,5.42,15.0784
bend,5.56,15.0588
host,8.05,15.0196
mysterious,9,15
sore,5.84,15
balance,9.89,14.9804
shark,5.47,14.9804
timing,8.84,14.9804
technology,9.06,14.9412
angle,8.05,14.9216
guilt,7.05,14.902
degree,10.35,14.8824
invitation,6.38,14.8824
aim,6.72,14.8627
urgent,8.68,14.8627
movement,6.58,14.8431
mud,4.05,14.8235
review,8.84,14.8039
influence,10.32,14.7843
moron,8.67,14.7843
product,8.05,14.7451
seal,5.42,14.7451
tap,5.84,14.7451
testimony,10.32,14.7451
ace,8.83,14.7255
broad,10.5,14.7255
skull,6.33,14.7059
escort,10.84,14.6863
knee,4.42,14.6863
recording,7,14.6667
stretch,5.47,14.6667
territory,8.94,14.6667
spin,5,14.6275
noble,10.67,14.5882
relief,7.79,14.5882
sample,7.21,14.5882
hostage,9.89,14.5686
rifle,7.85,14.5686
tax,8.94,14.549
deaf,6.83,14.5294
port,9.32,14.5294
foundation,10.94,14.5098
literally,9.50475,14.4902
foul,7.75,14.4706
habit,7.67,14.4706
pattern,6.89,14.4706
confirm,9.33,14.4314
lad,7.35,14.4314
option,8.79,14.4314
coward,7.62,14.3922
benefit,9.17,14.3529
brief,8.44,14.3529
awkward,8.58,14.3137
adult,4.68,14.2941
liver,8.56,14.2941
flip,5.11,14.2745
ward,10.72,14.2549
counsel,9.42,14.2353
corn,4.61,14.2157
debt,10.44,14.2157
gal,6.21,14.2157
international,8.67,14.2157
testify,10,14.1961
childhood,7.94,14.1765
cotton,6,14.1765
facility,9.26,14.1765
tragedy,10.21,14.1765
admire,7.42,14.1569
brush,3.78,14.1569
pro,8.39,14.1569
self,5,14.1569
towel,3.22,14.1569
costume,4.17,14.1373
jet,5.39,14.1373
lightning,4.76,14.1373
bush,4.9,14.1176
prick,8.79,14.1176
anxious,10.21,14.098
frame,7.67,14.098
headache,6.71,14.098
respond,8.84,14.098
marine,9.8,14.0784
attend,7.72,14.0196
dessert,5.61,14.0196
sacred,8.53,14.0196
afterwards,7.71183,14
clinic,9.37,14
recommend,9.11,14
rubber,7.62,14
cave,6.74,13.9804
remote,7.05,13.9804
skinny,5.16,13.9804
thick,5.61,13.9804
brand,7.72,13.9608
culture,9.52,13.9412
polite,4.63,13.9412
blonde,6.06,13.9216
theme,8.5,13.9216
aid,7.33,13.902
conscience,9.72,13.902
counter,7.11,13.902
darn,8,13.902
mason,10.5165,13.902
oxygen,8.63,13.8824
pound,6.79,13.8824
tag,5,13.8824
religion,7.06,13.8627
religious,7.84,13.8627
combat,10.33,13.8431
construction,7.67,13.8431
audition,8.36,13.8235
blessed,6.11,13.8039
laughter,5.39,13.8039
sweater,5.22,13.8039
shave,5.89,13.7647
temperature,6.17,13.7647
drill,7.14,13.7451
flow,7.4,13.7451
principal,5.58,13.7451
sail,6.47,13.7451
gain,7.11,13.7255
baker,6.04055,13.6863
crown,7.8,13.6863
tradition,8.05,13.6667
wreck,7.59,13.6667
poem,6.89,13.6471
species,8.32,13.6471
unique,8.63,13.6471
zoo,3.75,13.6471
similar,7.33,13.6275
tennis,7.53,13.6275
ad,8.22,13.6078
chop,6.74,13.6078
muscle,8.45,13.6078
barn,4.5,13.5882
cherry,5.58,13.5882
leather,7.25,13.5882
tooth,3.61,13.5686
emperor,7.44,13.5294
jam,6.56,13.5294
ambassador,11,13.5098
daisy,5.55033,13.5098
intelligent,8.28,13.5098
moral,9.53,13.5098
lap,3.15,13.4706
blah,8.98188,13.451
steam,6.26,13.451
adventure,5.67,13.4314
punishment,5.47,13.4314
sheep,4.25,13.4314
exam,8.21,13.4118
penis,8.53,13.4118
gum,4.89,13.3922
suitcase,8.22,13.3922
equal,6.47,13.3725
operate,7.11,13.3725
poetry,8.11,13.3725
struggle,9.8,13.3725
replace,7.2,13.3529
citizen,7.74,13.3333
freezing,6.05,13.3333
possession,9.95,13.3333
thunder,4.89,13.3137
western,6.67,13.3137
session,9.89,13.2941
wicked,8.33,13.2941
paradise,8.67,13.2549
palm,6,13.2353
cattle,6.53,13.2157
hut,8.1,13.2157
magnificent,8.63,13.2157
pit,6.14,13.2157
shell,5.22,13.2157
shove,6.7,13.2157
stable,8.9,13.1961
stink,4.3,13.1961
waiter,8.28,13.1961
basket,5.67,13.1765
pile,5.79,13.1765
fucker,10.89,13.1569
marvelous,8.26786,13.1569
